Escolaridade,AnoIngresso,Cidade,NivelSalario,Idade,Sexo,JaFicouOcioso,AnosExperiencia,PedidoDemissao
mestrado,2017,New Delhi,3,34,feminino,nao,2,0
graduacao,2013,Bangalore,3,31,masculino,nao,2,1
graduacao,2013,Bangalore,3,38,masculino,nao,5,0
graduacao,2017,Bangalore,3,36,masculino,nao,3,0
graduacao,2012,Bangalore,3,40,masculino,nao,1,0
graduacao,2017,Bangalore,3,41,masculino,nao,5,1
graduacao,2015,Bangalore,3,31,feminino,nao,4,0
graduacao,2017,New Delhi,3,41,masculino,nao,2,0
graduacao,2015,New Delhi,3,31,feminino,nao,3,0
graduacao,2017,Pune,3,31,feminino,nao,0,1
graduacao,2017,New Delhi,2,37,masculino,nao,0,0
graduacao,2012,Pune,3,39,masculino,nao,0,0
graduacao,2014,Bangalore,3,38,masculino,nao,3,0
graduacao,2013,Pune,3,40,feminino,nao,2,1
graduacao,2013,Pune,3,36,masculino,nao,1,0
graduacao,2016,Bangalore,3,41,masculino,nao,3,0
graduacao,2018,Bangalore,3,32,feminino,nao,2,1
mestrado,2018,Bangalore,3,40,feminino,nao,3,1
graduacao,2012,Bangalore,3,39,feminino,nao,2,0
graduacao,2014,New Delhi,3,33,masculino,nao,3,0
graduacao,2012,Bangalore,3,32,masculino,nao,4,0
graduacao,2018,Bangalore,3,41,masculino,nao,5,1
graduacao,2016,Bangalore,3,36,masculino,nao,2,0
graduacao,2016,Bangalore,3,31,masculino,nao,0,0
graduacao,2014,Bangalore,3,37,masculino,nao,4,0
graduacao,2014,Bangalore,3,33,masculino,nao,5,1
mestrado,2018,Pune,3,31,masculino,nao,2,1
graduacao,2017,New Delhi,3,35,feminino,nao,5,0
graduacao,2015,Pune,1,32,feminino,nao,5,1
mestrado,2017,New Delhi,3,41,feminino,nao,2,0
mestrado,2017,New Delhi,2,36,feminino,nao,1,0
mestrado,2017,Pune,3,35,masculino,nao,1,0
mestrado,2017,New Delhi,3,35,masculino,nao,1,1
graduacao,2015,New Delhi,3,33,masculino,nao,1,0
graduacao,2014,Bangalore,3,38,feminino,nao,4,0
graduacao,2015,New Delhi,2,33,feminino,nao,3,1
mestrado,2018,New Delhi,3,31,feminino,sim,2,1
doutorado,2015,Bangalore,3,31,masculino,nao,3,0
graduacao,2013,Bangalore,3,37,masculino,nao,5,0
graduacao,2014,,3,32,masculino,nao,1,0
graduacao,2017,Bangalore,3,33,masculino,nao,3,0
graduacao,2014,Bangalore,3,37,masculino,nao,5,0
graduacao,2012,Bangalore,3,32,masculino,nao,3,0
graduacao,2015,Pune,3,40,feminino,sim,2,1
graduacao,2014,Pune,1,40,feminino,nao,1,1
mestrado,2013,New Delhi,2,32,masculino,nao,2,1
mestrado,2017,Bangalore,2,39,feminino,nao,2,1
doutorado,2016,New Delhi,3,41,masculino,nao,1,0
doutorado,2014,New Delhi,3,32,feminino,nao,0,0
graduacao,2017,Bangalore,3,38,masculino,nao,0,1
mestrado,2017,New Delhi,2,31,feminino,sim,2,0
graduacao,2018,Bangalore,3,38,masculino,sim,3,1
graduacao,2016,Bangalore,3,32,masculino,nao,4,0
graduacao,2017,Pune,2,35,feminino,nao,5,1
graduacao,2013,Bangalore,3,34,masculino,nao,5,0
graduacao,2018,Bangalore,3,38,masculino,sim,1,1
graduacao,2014,Pune,1,36,feminino,nao,1,1
graduacao,2015,Bangalore,3,34,feminino,sim,2,0
mestrado,2015,New Delhi,3,39,feminino,nao,2,0
mestrado,2017,New Delhi,1,40,feminino,nao,0,0
graduacao,2016,Bangalore,3,38,masculino,sim,1,0
graduacao,2015,Pune,3,35,masculino,nao,3,0
graduacao,2014,Pune,2,31,masculino,nao,3,1
graduacao,2017,Pune,3,41,masculino,nao,2,0
graduacao,2017,Bangalore,3,35,feminino,nao,3,0
graduacao,2018,Bangalore,3,33,masculino,nao,5,1
graduacao,2017,New Delhi,2,33,masculino,nao,5,0
graduacao,2016,New Delhi,3,31,feminino,sim,4,0
mestrado,2013,New Delhi,3,35,masculino,nao,4,0
graduacao,2016,Bangalore,3,37,feminino,nao,1,0
graduacao,2015,Bangalore,3,31,masculino,nao,5,0
graduacao,2012,Bangalore,3,35,masculino,nao,1,1
graduacao,2014,Bangalore,3,32,masculino,nao,3,0
graduacao,2015,Bangalore,3,32,feminino,nao,0,0
graduacao,2017,Bangalore,3,40,feminino,nao,5,0
graduacao,2012,Bangalore,3,34,masculino,nao,5,0
graduacao,2014,Pune,3,37,masculino,nao,4,0
doutorado,2015,Bangalore,3,40,masculino,nao,3,0
mestrado,2017,New Delhi,2,34,feminino,nao,2,1
graduacao,2015,Pune,2,32,feminino,nao,3,1
graduacao,2013,Bangalore,3,33,masculino,nao,1,0
graduacao,2015,Bangalore,3,38,masculino,nao,3,1
mestrado,2017,New Delhi,2,41,masculino,nao,3,1
mestrado,2017,New Delhi,1,36,feminino,nao,0,0
graduacao,2016,Bangalore,3,33,masculino,nao,1,0
graduacao,2014,Pune,3,31,masculino,nao,5,0
graduacao,2013,Pune,2,34,feminino,nao,3,1
graduacao,2017,Bangalore,3,31,masculino,nao,1,0
graduacao,2016,New Delhi,2,36,feminino,nao,4,1
graduacao,2013,Bangalore,3,38,masculino,nao,5,0
graduacao,2015,Pune,2,39,feminino,sim,1,1
graduacao,2014,Pune,3,31,masculino,nao,3,0
graduacao,2015,New Delhi,3,40,masculino,nao,3,1
graduacao,2013,Bangalore,3,39,masculino,nao,0,0
graduacao,2015,Bangalore,3,32,feminino,nao,4,0
graduacao,2014,Bangalore,3,34,masculino,nao,1,0
mestrado,2015,New Delhi,3,38,masculino,nao,1,0
graduacao,2014,Bangalore,1,39,masculino,nao,2,0
graduacao,2014,Bangalore,3,39,masculino,nao,5,0
graduacao,2016,Bangalore,3,33,masculino,nao,1,0
graduacao,2018,Pune,2,34,feminino,nao,4,1
graduacao,2017,Pune,3,38,masculino,sim,1,0
mestrado,2017,New Delhi,2,33,masculino,nao,2,0
graduacao,2014,Bangalore,3,41,masculino,nao,5,0
mestrado,2017,Pune,1,39,masculino,nao,0,0
mestrado,2013,Pune,3,39,masculino,nao,2,0
graduacao,2014,Bangalore,3,41,masculino,nao,5,0
graduacao,2012,Bangalore,3,40,masculino,nao,4,0
graduacao,2014,Bangalore,3,36,masculino,nao,0,0
graduacao,2015,Bangalore,3,34,masculino,nao,0,0
graduacao,2013,Bangalore,3,32,masculino,nao,5,1
graduacao,2015,Bangalore,3,31,masculino,nao,4,0
graduacao,2012,Bangalore,3,36,masculino,sim,0,0
mestrado,2017,Pune,2,35,masculino,nao,1,1
graduacao,2017,Bangalore,3,32,masculino,nao,2,0
graduacao,2017,Pune,3,33,masculino,sim,5,0
graduacao,2016,Bangalore,3,34,masculino,nao,2,0
graduacao,2017,Bangalore,3,39,masculino,nao,3,0
graduacao,2018,Bangalore,3,38,masculino,nao,0,1
graduacao,2012,Pune,2,35,feminino,nao,1,1
graduacao,2015,Pune,2,40,feminino,sim,5,1
graduacao,2017,Pune,3,41,masculino,nao,3,0
graduacao,2016,Bangalore,1,33,feminino,sim,3,0
mestrado,2017,New Delhi,1,40,masculino,nao,0,0
graduacao,2018,Bangalore,3,33,feminino,nao,3,1
graduacao,2015,Bangalore,3,38,masculino,nao,1,1
mestrado,2017,Bangalore,2,32,masculino,nao,2,0
graduacao,2014,Pune,3,32,masculino,sim,2,0
graduacao,2015,New Delhi,3,32,feminino,nao,2,0
graduacao,2016,Pune,2,37,feminino,nao,2,1
graduacao,2015,Bangalore,3,40,masculino,nao,5,0
graduacao,2016,Bangalore,3,38,masculino,nao,1,0
doutorado,2018,New Delhi,3,33,feminino,nao,4,1
mestrado,2017,New Delhi,2,40,masculino,nao,4,0
mestrado,2017,New Delhi,2,35,masculino,nao,2,0
graduacao,2016,Bangalore,3,33,masculino,nao,3,0
graduacao,2017,Bangalore,3,37,masculino,nao,4,0
graduacao,2013,Bangalore,3,38,masculino,nao,0,0
graduacao,2018,Bangalore,3,32,masculino,nao,2,1
graduacao,2017,Bangalore,3,40,feminino,nao,2,0
graduacao,2015,New Delhi,3,33,feminino,nao,2,0
graduacao,2016,Bangalore,3,38,masculino,nao,2,1
graduacao,2013,Bangalore,3,34,masculino,nao,5,0
graduacao,2017,New Delhi,3,38,feminino,nao,4,0
graduacao,2018,Pune,2,31,feminino,nao,3,1
graduacao,2014,Pune,3,32,feminino,nao,4,0
graduacao,2013,Bangalore,3,35,masculino,sim,1,0
graduacao,2014,Bangalore,3,35,masculino,nao,0,1
graduacao,2012,Bangalore,3,33,feminino,nao,4,0
graduacao,2012,New Delhi,3,41,feminino,nao,0,0
graduacao,2015,Pune,1,31,feminino,nao,3,1
graduacao,2016,Bangalore,3,34,masculino,nao,3,0
mestrado,2017,New Delhi,2,40,feminino,nao,2,0
mestrado,2016,Bangalore,3,32,masculino,nao,1,1
graduacao,2012,Bangalore,3,36,masculino,nao,5,0
graduacao,2014,Pune,2,40,feminino,nao,3,1
graduacao,2012,Pune,3,31,masculino,nao,3,0
graduacao,2014,Bangalore,1,34,feminino,nao,5,0
mestrado,2013,New Delhi,3,41,feminino,sim,2,1
mestrado,2017,New Delhi,2,32,masculino,nao,2,0
graduacao,2016,Bangalore,3,41,masculino,nao,2,0
mestrado,2014,New Delhi,3,33,masculino,nao,3,0
graduacao,2013,Bangalore,3,33,feminino,nao,0,1
graduacao,2013,Pune,3,39,feminino,nao,2,0
mestrado,2018,Pune,3,40,masculino,nao,2,1
graduacao,2017,New Delhi,3,34,masculino,nao,3,0
graduacao,2016,Pune,3,41,masculino,sim,5,0
graduacao,2015,Pune,3,37,masculino,nao,5,1
mestrado,2017,Bangalore,3,32,feminino,nao,4,1
graduacao,2017,Bangalore,3,41,masculino,nao,3,0
graduacao,2018,Bangalore,3,34,feminino,sim,2,1
mestrado,2017,Bangalore,3,38,masculino,nao,5,1
graduacao,2017,Bangalore,3,40,feminino,nao,3,0
mestrado,2017,Pune,3,35,masculino,nao,2,0
graduacao,2015,Pune,3,31,masculino,nao,1,0
graduacao,2016,Pune,3,39,masculino,nao,4,0
graduacao,2018,Bangalore,3,39,masculino,nao,1,1
graduacao,2018,Bangalore,3,32,masculino,nao,3,1
graduacao,2015,Bangalore,3,38,masculino,nao,5,0
graduacao,2015,Bangalore,3,35,masculino,nao,3,0
graduacao,2013,Bangalore,1,38,masculino,nao,4,0
graduacao,2012,New Delhi,3,32,masculino,nao,1,1
graduacao,2014,Pune,2,37,feminino,nao,5,1
graduacao,2015,Pune,3,35,masculino,nao,0,0
graduacao,2017,Pune,3,41,feminino,nao,4,1
mestrado,2015,Bangalore,3,36,masculino,nao,0,0
graduacao,2017,Bangalore,3,35,masculino,nao,2,0
mestrado,2017,New Delhi,2,36,masculino,nao,2,1
mestrado,2017,Bangalore,1,34,masculino,nao,1,0
graduacao,2015,Bangalore,3,36,masculino,nao,3,0
graduacao,2017,Pune,2,33,masculino,nao,3,0
mestrado,2018,New Delhi,3,38,masculino,nao,2,1
doutorado,2013,New Delhi,3,35,feminino,sim,3,1
graduacao,2015,New Delhi,2,37,feminino,nao,3,1
graduacao,2017,Bangalore,3,31,masculino,nao,0,0
graduacao,2017,Pune,2,40,feminino,nao,2,1
graduacao,2015,Pune,3,32,feminino,nao,3,1
graduacao,2015,Bangalore,3,35,masculino,sim,2,0
graduacao,2012,Bangalore,3,38,masculino,sim,0,0
graduacao,2015,Pune,2,36,feminino,nao,0,1
mestrado,2015,Pune,3,36,masculino,nao,3,0
mestrado,2014,New Delhi,3,32,feminino,nao,5,0
graduacao,2018,Pune,2,37,feminino,nao,0,1
graduacao,2018,Pune,3,35,feminino,nao,0,1
graduacao,2015,Pune,1,36,feminino,nao,4,1
graduacao,2015,New Delhi,2,34,feminino,nao,5,1
mestrado,2017,New Delhi,2,35,feminino,nao,0,0
mestrado,2017,New Delhi,2,38,feminino,nao,5,0
graduacao,2015,Pune,2,39,feminino,nao,5,1
graduacao,2012,Pune,2,32,feminino,nao,5,1
graduacao,2015,Bangalore,3,39,masculino,nao,2,0
graduacao,2015,Bangalore,3,39,masculino,nao,2,1
mestrado,2017,Pune,2,37,masculino,nao,2,0
graduacao,2015,Bangalore,3,32,feminino,nao,5,0
graduacao,2017,New Delhi,2,38,masculino,nao,0,0
graduacao,2012,Pune,2,36,feminino,nao,5,1
mestrado,2016,Bangalore,1,37,masculino,nao,2,1
graduacao,2017,Pune,3,32,masculino,nao,4,0
mestrado,2017,New Delhi,3,37,masculino,nao,2,0
graduacao,2016,New Delhi,3,33,masculino,nao,2,0
graduacao,2016,Bangalore,3,39,masculino,nao,4,0
graduacao,2012,Bangalore,3,35,masculino,nao,1,1
mestrado,2015,Pune,3,39,masculino,nao,5,0
graduacao,2015,Bangalore,3,34,masculino,nao,0,0
mestrado,2017,New Delhi,2,33,masculino,nao,4,0
graduacao,2012,Bangalore,3,33,masculino,nao,1,0
graduacao,2015,New Delhi,3,31,masculino,nao,0,0
doutorado,2016,Pune,3,31,feminino,nao,4,0
graduacao,2015,Bangalore,3,37,feminino,nao,4,0
graduacao,2012,Bangalore,3,33,masculino,nao,0,0
graduacao,2017,Pune,3,31,masculino,nao,0,0
graduacao,2017,Bangalore,3,41,feminino,nao,2,0
mestrado,2017,Pune,2,39,masculino,nao,2,0
mestrado,2013,New Delhi,3,32,masculino,nao,2,0
graduacao,2016,Pune,3,37,masculino,nao,3,0
graduacao,2014,Bangalore,3,37,masculino,nao,1,0
graduacao,2017,Pune,2,34,feminino,nao,3,1
graduacao,2017,New Delhi,2,31,masculino,nao,2,0
graduacao,2014,Pune,2,34,feminino,sim,1,1
graduacao,2012,Bangalore,3,38,feminino,nao,5,0
graduacao,2013,Bangalore,3,37,feminino,nao,1,0
graduacao,2015,Pune,1,34,feminino,nao,3,1
graduacao,2015,Bangalore,3,33,masculino,nao,2,0
graduacao,2016,Bangalore,3,37,masculino,nao,4,0
graduacao,2016,Bangalore,3,41,masculino,nao,4,0
graduacao,2012,Bangalore,1,38,feminino,nao,1,0
graduacao,2016,Pune,3,40,masculino,nao,5,0
graduacao,2017,New Delhi,3,33,feminino,nao,1,1
graduacao,2016,New Delhi,3,33,masculino,nao,1,0
mestrado,2013,New Delhi,3,37,masculino,sim,2,0
graduacao,2017,New Delhi,2,36,feminino,nao,2,0
graduacao,2012,Bangalore,3,36,feminino,nao,5,0
graduacao,2015,Bangalore,3,41,masculino,nao,1,0
mestrado,2014,New Delhi,3,40,masculino,nao,5,0
graduacao,2016,Bangalore,3,36,feminino,nao,0,0
mestrado,2017,Bangalore,2,41,masculino,sim,2,1
graduacao,2015,Pune,3,33,masculino,nao,5,0
mestrado,2017,New Delhi,2,37,feminino,nao,2,0
graduacao,2017,New Delhi,2,33,masculino,nao,0,0
graduacao,2014,Bangalore,3,40,feminino,nao,4,0
mestrado,2018,New Delhi,3,36,masculino,nao,2,1
graduacao,2018,Bangalore,3,40,masculino,sim,3,1
mestrado,2018,Bangalore,3,40,masculino,nao,2,1
graduacao,2014,Bangalore,3,34,masculino,nao,3,0
graduacao,2012,Pune,3,39,masculino,nao,5,0
graduacao,2017,Pune,2,33,masculino,nao,1,1
graduacao,2016,Bangalore,3,37,masculino,nao,2,0
graduacao,2012,New Delhi,3,40,masculino,nao,3,0
graduacao,2018,Bangalore,3,38,masculino,nao,1,1
graduacao,2016,Bangalore,3,40,masculino,sim,1,0
graduacao,2014,New Delhi,3,38,feminino,nao,0,0
graduacao,2016,Bangalore,3,34,masculino,sim,1,0
mestrado,2016,New Delhi,3,37,feminino,nao,3,1
graduacao,2015,Bangalore,3,40,masculino,nao,5,0
graduacao,2015,New Delhi,3,40,feminino,nao,1,0
mestrado,2016,Bangalore,3,37,masculino,nao,2,1
graduacao,2016,Pune,2,37,feminino,nao,3,1
graduacao,2013,Pune,3,32,masculino,nao,1,0
mestrado,2017,New Delhi,1,35,masculino,nao,5,0
graduacao,2016,Bangalore,1,38,masculino,nao,3,0
graduacao,2017,Pune,3,34,feminino,nao,1,0
graduacao,2014,Bangalore,3,32,masculino,nao,2,1
graduacao,2013,Bangalore,3,37,masculino,nao,5,0
graduacao,2017,New Delhi,2,37,masculino,nao,4,0
graduacao,2014,Bangalore,3,35,masculino,nao,2,0
graduacao,2016,Bangalore,3,40,masculino,nao,0,0
graduacao,2012,Bangalore,3,40,masculino,sim,2,0
graduacao,2015,Bangalore,3,39,feminino,nao,3,1
mestrado,2013,New Delhi,3,41,feminino,nao,2,0
graduacao,2015,Bangalore,3,34,feminino,nao,4,0
graduacao,2012,New Delhi,3,34,feminino,nao,4,0
graduacao,2013,Pune,2,36,masculino,nao,2,1
mestrado,2016,New Delhi,3,39,feminino,nao,1,0
graduacao,2014,New Delhi,3,41,masculino,nao,5,0
graduacao,2015,Bangalore,3,40,masculino,nao,0,0
graduacao,2017,Bangalore,3,34,feminino,nao,5,0
graduacao,2013,Bangalore,3,31,masculino,nao,2,0
graduacao,2012,Pune,3,40,masculino,nao,3,0
graduacao,2013,Pune,3,32,masculino,nao,5,0
graduacao,2018,Pune,3,38,masculino,nao,3,1
graduacao,2016,Bangalore,3,40,masculino,nao,3,0
doutorado,2013,Bangalore,3,41,masculino,nao,4,0
graduacao,2014,Bangalore,3,36,feminino,nao,0,0
graduacao,2015,Pune,2,33,feminino,sim,3,1
graduacao,2016,New Delhi,3,37,masculino,nao,3,0
graduacao,2015,Pune,3,38,masculino,nao,4,0
graduacao,2017,Bangalore,3,32,masculino,nao,4,0
graduacao,2017,Pune,3,33,masculino,nao,1,0
graduacao,2015,Bangalore,3,38,masculino,nao,5,0
graduacao,2015,Pune,3,40,feminino,nao,5,1
graduacao,2014,Bangalore,3,35,masculino,sim,0,0
mestrado,2016,New Delhi,3,37,feminino,nao,5,0
graduacao,2016,Bangalore,3,37,masculino,sim,2,0
graduacao,2015,Bangalore,3,36,masculino,nao,2,0
graduacao,2017,Bangalore,3,33,feminino,nao,4,1
graduacao,2014,Pune,2,36,feminino,nao,3,1
graduacao,2016,Pune,3,32,masculino,nao,3,0
graduacao,2017,Bangalore,3,35,feminino,nao,1,1
graduacao,2014,Pune,2,34,feminino,nao,2,1
mestrado,2017,Pune,2,40,masculino,nao,5,0
graduacao,2016,Bangalore,3,37,feminino,nao,4,0
graduacao,2015,Bangalore,1,36,masculino,nao,1,0
graduacao,2012,Pune,3,41,feminino,nao,1,0
graduacao,2016,Pune,3,36,masculino,nao,0,0
graduacao,2017,Bangalore,3,31,feminino,nao,2,0
graduacao,2017,Pune,3,31,masculino,nao,3,0
graduacao,2014,Pune,3,33,masculino,nao,2,0
graduacao,2017,Bangalore,3,35,masculino,sim,0,0
doutorado,2016,New Delhi,3,34,masculino,nao,1,0
graduacao,2014,Bangalore,3,39,feminino,nao,4,0
mestrado,2015,Bangalore,3,31,masculino,nao,1,1
graduacao,2015,Pune,3,32,feminino,nao,0,1
graduacao,2017,Bangalore,3,33,masculino,nao,0,1
graduacao,2014,Bangalore,3,34,masculino,sim,1,0
mestrado,2014,Pune,3,39,masculino,nao,2,0
graduacao,2017,New Delhi,2,41,feminino,nao,2,1
graduacao,2017,New Delhi,2,34,masculino,nao,2,0
graduacao,2013,Bangalore,3,36,feminino,nao,5,0
graduacao,2015,Pune,2,39,feminino,nao,5,1
graduacao,2012,Pune,3,37,masculino,nao,5,0
graduacao,2016,Bangalore,3,36,masculino,nao,4,0
graduacao,2014,New Delhi,3,38,feminino,nao,1,0
graduacao,2017,Bangalore,3,38,feminino,nao,3,0
mestrado,2016,New Delhi,3,37,feminino,nao,2,1
graduacao,2012,Bangalore,3,34,masculino,nao,2,0
graduacao,2015,Bangalore,3,31,masculino,nao,2,0
graduacao,2015,Pune,2,32,feminino,nao,2,1
mestrado,2018,New Delhi,3,35,masculino,nao,2,1
graduacao,2017,Bangalore,3,31,masculino,sim,2,0
graduacao,2015,Bangalore,1,32,masculino,sim,0,1
graduacao,2015,Bangalore,3,31,feminino,nao,5,0
graduacao,2018,Bangalore,3,37,masculino,nao,5,1
doutorado,2018,New Delhi,3,40,masculino,nao,3,1
graduacao,2015,Bangalore,1,41,masculino,nao,1,0
graduacao,2017,Pune,3,34,masculino,nao,5,0
graduacao,2014,Bangalore,3,36,masculino,sim,3,0
graduacao,2013,Pune,3,35,masculino,nao,1,0
mestrado,2017,New Delhi,3,38,feminino,nao,3,0
graduacao,2017,Bangalore,3,33,masculino,nao,1,0
graduacao,2014,Bangalore,3,38,feminino,nao,2,0
graduacao,2018,Bangalore,3,38,masculino,nao,1,1
graduacao,2017,Pune,2,40,masculino,nao,4,0
graduacao,2013,New Delhi,3,39,masculino,nao,5,0
graduacao,2014,New Delhi,3,33,feminino,nao,4,0
graduacao,2015,Pune,3,32,feminino,nao,3,1
graduacao,2013,Bangalore,3,39,masculino,nao,2,0
graduacao,2015,Bangalore,3,38,feminino,nao,4,0
graduacao,2013,Bangalore,3,38,masculino,nao,2,0
graduacao,2017,Bangalore,3,35,masculino,nao,0,0
graduacao,2017,Pune,3,31,feminino,nao,0,1
graduacao,2017,Bangalore,3,41,masculino,nao,5,0
graduacao,2013,New Delhi,3,38,feminino,nao,4,1
graduacao,2016,Bangalore,3,40,masculino,sim,1,0
graduacao,2018,Bangalore,3,36,feminino,nao,2,1
doutorado,2013,New Delhi,3,36,masculino,nao,3,1
graduacao,2014,Pune,3,41,masculino,nao,4,0
graduacao,2014,Bangalore,3,35,masculino,sim,1,0
graduacao,2017,Bangalore,3,38,masculino,nao,5,0
graduacao,2017,New Delhi,2,41,feminino,nao,0,0
graduacao,2012,Bangalore,1,34,masculino,nao,0,0
graduacao,2016,Bangalore,3,39,feminino,nao,3,1
graduacao,2014,Bangalore,3,37,masculino,nao,5,0
graduacao,2015,Pune,2,39,feminino,sim,0,1
graduacao,2013,Bangalore,3,31,masculino,nao,2,1
mestrado,2012,New Delhi,3,34,feminino,nao,3,0
graduacao,2015,Bangalore,3,39,masculino,nao,1,0
graduacao,2014,Pune,2,38,feminino,nao,3,1
graduacao,2012,Bangalore,3,34,masculino,nao,1,0
graduacao,2016,Bangalore,3,31,feminino,nao,2,0
graduacao,2016,Bangalore,3,39,feminino,nao,0,0
graduacao,2013,Bangalore,3,31,feminino,nao,1,0
graduacao,2012,Bangalore,3,36,masculino,nao,1,0
graduacao,2017,New Delhi,3,37,masculino,nao,0,0
graduacao,2015,Pune,1,38,feminino,nao,1,1
doutorado,2017,Pune,3,41,masculino,nao,2,0
graduacao,2018,Bangalore,3,32,masculino,nao,4,1
graduacao,2018,Pune,3,35,masculino,nao,0,1
graduacao,2017,Bangalore,3,35,masculino,nao,1,0
graduacao,2013,Bangalore,3,32,masculino,nao,1,0
graduacao,2015,Bangalore,3,31,masculino,nao,1,1
graduacao,2015,Bangalore,3,41,masculino,nao,4,0
graduacao,2012,Bangalore,3,33,masculino,sim,0,0
graduacao,2012,New Delhi,2,38,feminino,nao,1,1
mestrado,2012,Bangalore,3,39,feminino,nao,3,1
graduacao,2015,Bangalore,1,36,feminino,nao,2,0
mestrado,2017,Bangalore,2,31,masculino,nao,5,0
mestrado,2017,New Delhi,2,39,feminino,nao,2,1
mestrado,2017,New Delhi,3,41,masculino,nao,3,1
doutorado,2018,New Delhi,3,33,feminino,nao,0,1
graduacao,2015,Bangalore,3,38,masculino,nao,1,0
graduacao,2017,Pune,2,31,masculino,nao,0,0
graduacao,2014,Bangalore,3,34,masculino,nao,4,0
graduacao,2017,Bangalore,3,40,masculino,nao,2,0
graduacao,2012,Bangalore,3,36,masculino,nao,1,0
graduacao,2015,Bangalore,3,36,feminino,nao,2,0
graduacao,2017,New Delhi,2,41,feminino,nao,4,0
graduacao,2017,Bangalore,3,37,masculino,nao,3,0
graduacao,2017,New Delhi,3,33,masculino,nao,5,0
graduacao,2017,New Delhi,3,41,feminino,nao,4,0
graduacao,2017,Bangalore,3,37,feminino,nao,2,0
graduacao,2017,Pune,3,38,masculino,sim,5,0
graduacao,2015,Bangalore,3,34,masculino,nao,2,1
graduacao,2017,Pune,3,37,feminino,nao,0,0
graduacao,2014,Bangalore,3,34,masculino,nao,0,1
graduacao,2012,Pune,3,32,masculino,nao,1,0
mestrado,2012,New Delhi,3,35,feminino,nao,4,1
graduacao,2013,Pune,3,36,masculino,nao,3,0
graduacao,2015,Bangalore,3,34,feminino,nao,2,0
graduacao,2014,Bangalore,3,37,feminino,nao,3,0
graduacao,2016,Bangalore,3,40,feminino,sim,4,0
graduacao,2014,Pune,3,33,masculino,nao,4,0
graduacao,2016,Bangalore,3,39,feminino,nao,4,0
graduacao,2012,Bangalore,3,40,masculino,nao,4,0
graduacao,2013,Bangalore,1,34,masculino,nao,4,1
graduacao,2016,Pune,3,40,masculino,nao,5,0
doutorado,2013,Bangalore,3,32,masculino,nao,5,0
graduacao,2012,Bangalore,3,33,masculino,nao,1,0
graduacao,2017,New Delhi,1,31,feminino,nao,4,1
mestrado,2016,New Delhi,3,41,feminino,nao,4,0
graduacao,2016,Bangalore,3,34,masculino,nao,4,0
graduacao,2016,Bangalore,3,39,masculino,nao,7,0
graduacao,2014,Bangalore,3,35,masculino,nao,5,0
graduacao,2016,Pune,3,38,feminino,nao,7,0
graduacao,2016,Bangalore,3,33,masculino,nao,6,0
graduacao,2014,Pune,3,33,masculino,nao,6,0
graduacao,2012,Bangalore,3,35,masculino,nao,5,0
doutorado,2013,New Delhi,3,40,masculino,nao,5,0
graduacao,2012,Bangalore,3,40,feminino,nao,5,0
graduacao,2017,Bangalore,3,39,masculino,nao,5,0
graduacao,2017,Bangalore,3,33,feminino,nao,6,0
graduacao,2014,Bangalore,3,32,feminino,nao,5,0
mestrado,2014,Bangalore,3,40,feminino,nao,7,1
graduacao,2017,New Delhi,2,33,masculino,nao,6,0
mestrado,2016,New Delhi,1,31,feminino,nao,5,1
graduacao,2013,Bangalore,3,35,feminino,nao,5,0
graduacao,2014,Bangalore,3,39,masculino,nao,7,1
mestrado,2018,Bangalore,3,39,feminino,nao,6,1
mestrado,2017,Pune,2,38,feminino,nao,2,0
graduacao,2012,Bangalore,3,38,masculino,nao,7,1
mestrado,2017,New Delhi,2,40,feminino,sim,2,0
graduacao,2018,Bangalore,3,38,masculino,nao,6,1
graduacao,2013,Bangalore,3,34,masculino,nao,6,0
graduacao,2012,Bangalore,1,35,masculino,nao,7,0
mestrado,2013,New Delhi,1,41,masculino,nao,5,0
doutorado,2014,New Delhi,2,37,feminino,nao,5,0
graduacao,2015,Pune,3,34,masculino,sim,7,0
graduacao,2014,Bangalore,3,35,masculino,sim,5,0
graduacao,2013,Bangalore,1,38,masculino,nao,6,0
graduacao,2016,Bangalore,3,38,feminino,nao,7,0
graduacao,2015,Pune,2,41,feminino,nao,7,0
graduacao,2018,Bangalore,3,34,masculino,nao,5,1
graduacao,2017,Pune,2,22,masculino,nao,0,0
graduacao,2018,Bangalore,2,26,feminino,nao,4,1
graduacao,2012,Bangalore,3,22,masculino,nao,0,0
graduacao,2017,New Delhi,3,25,feminino,nao,3,0
graduacao,2016,Bangalore,3,29,masculino,nao,0,0
graduacao,2017,New Delhi,3,36,feminino,nao,0,0
graduacao,2014,Bangalore,3,37,feminino,nao,1,0
graduacao,2013,New Delhi,2,34,feminino,nao,4,1
graduacao,2012,Pune,3,34,feminino,nao,2,1
graduacao,2012,Bangalore,3,25,feminino,nao,3,1
graduacao,2012,Bangalore,3,31,masculino,nao,0,0
graduacao,2015,New Delhi,3,36,feminino,nao,2,0
graduacao,2016,Bangalore,3,31,masculino,sim,5,0
graduacao,2015,Bangalore,3,34,masculino,nao,4,0
mestrado,2014,New Delhi,3,28,masculino,sim,2,1
graduacao,2014,Bangalore,3,28,masculino,nao,2,0
graduacao,2015,Bangalore,3,31,masculino,nao,1,0
graduacao,2017,Bangalore,3,35,masculino,nao,5,0
